Vehicle_ID,Timestamp,Network_Type,Topology,Speed_kmh,Vehicle_Density_vehicles_km2,Signal_Strength_dBm,Distance_to_Receiver_m,CPU_Utilization_pct,Memory_Utilization_pct,Bandwidth_Utilization_pct,Network_Traffic_Mbps,Channel_Interference_pct,Interface_Errors,Active_Connections,Latency_ms,Packet_Loss_pct,Throughput_Mbps,Connection_Drops,Network_Issue
6,2026-08-02 12:45:00,WiFi,Highway,54.39,75.8,-67.78,237.39,71.26,38.71,42.35,52.12,20.8,5,120,91.99,5.49,57.39,3,1
61,2026-08-02 12:46:00,5G,Urban,66.92,48.59,-49.36,109.6,50.15,42.34,35.11,104.04,4.57,2,90,62.82,1.06,71.31,0,0
20,2026-08-02 12:47:00,5G,Highway,42.04,120.91,-55.01,93.86,70.59,56.56,58.36,91.68,26.92,1,188,71.04,3.57,52.66,0,0
78,2026-08-02 12:48:00,WiFi,Highway,64.3,116.33,-70.62,71.77,85.48,43.35,61.99,26.9,40.07,0,137,111.67,,51.7,0,0
2,2026-08-02 12:49:00,WiFi,Highway,88.56,106.04,-68.01,101.23,69.73,51.77,25.42,42.95,18.36,1,135,44.25,2.73,73.64,1,0
73,2026-08-02 12:50:00,5G,Grid,59.81,54.43,-52.79,145.47,95.43,40.86,38.78,4.82,41.06,1,134,86.36,0.95,61.86,0,0
37,2026-08-02 12:51:00,5G,Urban,32.92,60.65,-60.07,77.73,34.46,46.37,40.86,79.25,36.94,5,111,75.91,1.09,71.0,1,0
20,2026-08-02 12:52:00,5G,Urban,94.62,70.98,-43.28,179.92,79.36,68.38,40.8,55.03,29.66,6,153,83.03,5.41,59.9,2,0
26,2026-08-02 12:53:00,WiFi,Highway,100.89,68.42,-57.85,65.28,48.42,43.56,45.55,59.85,46.34,3,104,86.8,4.32,60.54,0,0
29,2026-08-02 12:54:00,5G,Highway,72.32,110.01,-64.12,198.48,64.32,68.72,93.42,62.73,20.85,7,163,149.28,4.86,32.85,0,1
1,2026-08-02 12:55:00,5G,Urban,34.51,69.21,-75.38,127.49,27.71,71.51,48.49,66.11,19.55,2,111,84.24,2.02,68.57,1,0
35,2026-08-02 12:56:00,4G,Highway,37.42,47.0,-91.54,93.67,96.24,36.44,21.28,75.6,3.78,4,73,37.42,2.03,72.36,0,0
70,2026-08-02 12:57:00,5G,Grid,0.0,101.93,-52.09,148.21,43.62,70.45,67.1,96.19,27.23,2,108,98.36,2.37,49.81,1,0
59,2026-08-02 12:58:00,4G,Highway,45.42,180.06,-51.93,289.77,74.86,27.93,87.89,67.83,47.68,4,181,147.17,10.24,15.76,5,1
69,2026-08-02 12:59:00,5G,Urban,91.84,53.53,-47.54,226.27,94.09,14.37,57.08,39.05,26.04,2,151,84.85,2.31,46.88,1,0
33,2026-08-02 13:00:00,4G,Urban,42.85,56.62,-86.3,146.63,57.2,76.7,36.39,74.24,46.69,3,96,84.52,3.41,64.98,0,0
51,2026-08-02 13:01:00,5G,Grid,35.23,80.11,-62.26,200.8,83.28,58.03,69.41,62.07,28.78,2,92,119.97,4.84,41.27,1,0
78,2026-08-02 13:02:00,4G,Highway,90.64,115.25,-78.06,95.07,33.09,51.85,68.87,75.84,45.94,3,115,126.04,5.0,37.6,1,1
12,2026-08-02 13:03:00,4G,Grid,94.24,107.63,-69.53,84.86,75.82,61.67,70.17,92.52,31.84,5,100,114.21,4.52,37.81,0,1
20,2026-08-02 13:04:00,5G,Urban,46.99,80.27,-91.43,177.51,60.98,35.61,59.4,53.65,37.3,2,114,74.5,4.74,43.05,0,1
53,2026-08-02 13:05:00,5G,Highway,76.26,67.56,-78.18,136.77,53.65,52.06,64.39,17.51,21.66,3,101,93.33,2.19,52.59,0,0
88,2026-08-02 13:06:00,5G,Highway,37.7,168.97,-69.56,102.3,45.36,72.59,73.72,73.58,41.09,6,142,137.01,4.64,24.64,0,1
43,2026-08-02 13:07:00,5G,Urban,52.41,130.76,-62.08,187.01,29.4,90.11,69.3,136.32,58.75,5,146,129.98,5.8,33.52,1,1
98,2026-08-02 13:08:00,4G,Highway,11.04,154.41,-56.75,122.93,60.75,57.15,63.12,76.82,55.04,5,143,136.86,6.34,26.89,2,0
89,2026-08-02 13:09:00,4G,Highway,72.08,113.11,-44.14,243.21,49.72,77.35,53.71,56.16,38.71,4,142,91.78,6.15,47.64,2,0
50,2026-08-02 13:10:00,5G,Highway,59.12,81.26,-69.79,37.5,70.58,43.61,78.07,63.55,49.8,2,140,118.16,7.94,22.82,5,1
29,2026-08-02 13:11:00,4G,Grid,43.19,100.95,-75.05,90.86,63.87,75.14,49.25,86.85,31.23,2,120,86.04,2.3,67.2,1,0
57,2026-08-02 13:12:00,4G,Grid,59.42,157.27,-62.76,199.42,64.55,54.66,64.91,58.93,51.3,5,193,133.12,7.19,34.85,2,1
39,2026-08-02 13:13:00,4G,Grid,55.98,105.55,-63.42,297.76,70.49,56.57,52.7,133.17,30.57,5,154,95.07,5.4,52.46,3,0
95,2026-08-02 13:14:00,5G,Grid,38.84,16.27,-84.73,249.02,36.98,52.8,43.17,37.86,11.26,0,86,49.86,2.53,70.99,0,0
56,2026-08-02 13:15:00,5G,Highway,73.16,141.09,,84.72,28.18,34.96,44.09,59.51,38.82,4,152,97.13,1.88,68.08,0,0
43,2026-08-02 13:16:00,5G,Urban,53.66,144.87,-35.0,240.95,38.89,38.05,54.89,118.59,50.51,1,183,132.5,6.57,53.15,2,1
50,2026-08-02 13:17:00,5G,Grid,58.24,134.49,-63.9,44.29,51.9,60.79,61.3,88.41,2.15,0,118,95.29,4.89,58.99,0,1
23,2026-08-02 13:18:00,5G,Highway,21.1,31.29,-56.05,72.35,38.9,38.79,42.96,103.31,11.96,4,111,66.6,0.63,75.48,1,0
44,2026-08-02 13:19:00,5G,Urban,58.48,100.48,-59.5,104.1,33.1,65.64,38.66,106.72,64.55,3,179,104.92,5.98,44.31,2,0
38,2026-08-02 13:20:00,5G,Highway,56.98,126.02,-60.88,154.03,27.48,31.87,68.71,91.85,62.6,2,112,109.07,3.06,33.21,0,1
84,2026-08-02 13:21:00,4G,Urban,38.88,85.64,-48.98,69.95,54.67,36.58,44.21,32.08,19.43,3,66,59.05,2.33,52.58,0,0
23,2026-08-02 13:22:00,5G,Highway,76.88,100.24,-35.0,111.22,52.94,62.27,58.47,59.04,27.49,3,70,105.28,2.56,51.93,1,0
45,2026-08-02 13:23:00,5G,Urban,2.98,107.4,-59.62,253.91,57.64,68.44,74.47,48.29,55.39,2,105,119.36,6.96,24.61,3,1
52,2026-08-02 13:24:00,5G,Urban,48.5,51.94,-66.19,62.88,73.67,83.74,49.19,53.49,19.85,2,121,86.61,0.96,58.8,1,0
80,2026-08-02 13:25:00,5G,Grid,70.68,103.8,-52.74,60.23,58.03,48.42,66.25,50.61,48.96,1,127,86.31,3.5,30.74,2,1
50,2026-08-02 13:26:00,4G,Highway,120.76,45.57,-71.38,77.71,68.64,72.09,28.38,44.66,33.43,1,101,42.77,2.32,74.43,0,0
8,2026-08-02 13:27:00,5G,Highway,23.76,80.89,-86.06,446.18,70.36,49.24,29.39,98.16,33.05,2,103,102.9,9.28,67.47,1,0
85,2026-08-02 13:28:00,5G,Highway,64.48,61.94,-58.2,151.12,33.51,87.43,61.88,85.1,22.65,3,66,93.7,3.56,48.81,0,0
1,2026-08-02 13:29:00,5G,Grid,77.34,120.02,-81.58,74.87,98.52,38.39,84.14,40.02,54.27,4,134,143.44,4.05,31.92,0,1
8,2026-08-02 13:30:00,5G,Highway,63.77,111.75,-79.8,198.97,41.05,53.06,80.15,82.04,26.64,3,132,100.06,4.86,28.75,2,1
29,2026-08-02 13:31:00,5G,Highway,27.49,107.7,-86.99,43.71,55.79,40.04,43.09,35.7,36.28,4,181,64.99,4.18,39.86,3,0
96,2026-08-02 13:32:00,4G,Grid,48.46,96.28,-105.67,111.66,46.0,69.17,47.02,75.01,37.08,3,154,89.53,2.78,53.56,0,0
5,2026-08-02 13:33:00,5G,Urban,0.0,102.44,-87.8,129.21,55.54,67.98,27.26,49.65,35.19,2,99,101.62,3.82,76.28,1,1
86,2026-08-02 13:34:00,5G,Grid,62.11,165.35,-66.39,221.22,83.22,84.28,58.49,71.49,58.26,2,156,126.19,6.15,18.84,2,0
47,2026-08-02 13:35:00,5G,Urban,22.36,137.97,-49.99,54.35,80.43,82.44,63.22,50.13,44.15,3,129,133.97,3.95,37.05,2,0
34,2026-08-02 13:36:00,5G,Highway,74.76,46.54,-76.01,243.18,48.72,53.17,51.06,77.86,24.49,2,70,94.12,0.92,64.07,1,0
65,2026-08-02 13:37:00,4G,Urban,43.7,63.63,-78.39,210.98,29.66,37.71,49.76,50.4,29.78,1,139,84.24,5.03,68.12,3,1
55,2026-08-02 13:38:00,4G,Highway,41.07,76.65,-68.95,250.25,95.88,87.94,66.12,61.67,21.1,2,90,100.43,4.01,33.46,0,0
90,2026-08-02 13:39:00,4G,Highway,66.66,75.31,-69.08,62.01,86.88,69.25,65.19,44.97,30.03,6,165,100.01,4.48,19.06,0,0
43,2026-08-02 13:40:00,5G,Grid,69.29,51.92,-68.84,311.56,12.54,60.92,46.03,53.44,15.98,0,91,88.9,5.67,54.02,3,0
74,2026-08-02 13:41:00,5G,Grid,86.4,108.47,-52.07,42.63,61.72,45.47,69.16,77.82,11.57,1,118,82.18,2.11,34.36,0,0
30,2026-08-02 13:42:00,4G,Grid,54.68,82.56,-72.63,60.27,29.65,41.78,53.59,56.76,43.0,0,100,83.08,4.85,48.38,0,0
82,2026-08-02 13:43:00,WiFi,Urban,59.04,93.7,-75.34,132.36,54.14,60.37,71.54,27.28,33.79,5,105,103.15,3.0,40.96,0,1
17,2026-08-02 13:44:00,5G,Grid,23.18,16.63,-67.8,97.49,61.5,66.97,57.6,73.77,16.37,4,34,55.48,1.33,59.12,0,0
26,2026-08-02 13:45:00,5G,Highway,102.56,22.09,-58.22,57.4,68.94,75.82,43.62,73.17,29.61,4,92,86.33,3.63,56.61,0,0
8,2026-08-02 13:46:00,5G,Grid,35.84,63.35,-35.0,440.3,23.42,80.9,54.81,54.83,12.76,5,154,84.59,5.03,52.14,1,0
47,2026-08-02 13:47:00,5G,Urban,82.3,109.32,-41.81,47.19,89.64,60.01,65.04,89.16,39.96,2,188,134.76,2.88,60.95,0,1
76,2026-08-02 13:48:00,5G,Highway,82.5,104.12,-64.3,46.18,38.0,49.73,53.81,62.07,51.09,4,107,85.24,6.09,52.0,5,1
91,2026-08-02 13:49:00,5G,Grid,73.2,125.3,-75.69,143.54,47.35,92.13,81.0,48.38,62.84,3,126,129.45,6.4,30.38,1,0
72,2026-08-02 13:50:00,4G,Grid,55.35,56.97,-69.29,116.46,61.38,56.47,22.68,73.41,19.97,2,147,50.43,2.46,77.32,3,0
89,2026-08-02 13:51:00,5G,Highway,51.84,112.43,-78.08,53.69,46.95,27.36,62.8,99.09,35.42,2,139,110.91,3.41,39.0,1,0
46,2026-08-02 13:52:00,5G,Highway,60.21,146.21,-64.75,397.96,67.82,44.4,75.55,84.65,46.21,3,139,148.27,8.49,33.54,0,1
68,2026-08-02 13:53:00,5G,Urban,8.69,122.06,-63.16,127.02,65.66,32.79,61.19,92.15,25.6,4,151,107.64,3.4,53.46,2,0
33,2026-08-02 13:54:00,4G,Highway,61.27,33.31,-58.84,87.75,68.58,55.83,35.06,51.68,27.79,1,130,44.16,2.49,71.28,0,0
1,2026-08-02 13:55:00,5G,Highway,103.6,129.31,-97.51,119.95,63.98,95.85,80.21,72.3,45.56,2,177,111.27,5.86,32.28,2,1
19,2026-08-02 13:56:00,4G,Urban,55.68,98.05,-81.13,50.52,30.07,72.24,36.47,99.1,36.29,3,162,104.31,4.46,66.09,0,0
31,2026-08-02 13:57:00,5G,Urban,61.08,103.17,-46.21,218.31,67.34,72.08,68.53,90.61,47.44,4,136,152.18,5.19,37.65,3,1
80,2026-08-02 13:58:00,4G,Urban,33.32,184.82,-84.53,138.5,86.67,63.5,69.93,103.81,43.24,2,200,110.2,3.43,28.53,0,0
14,2026-08-02 13:59:00,5G,Highway,67.2,94.86,-79.51,104.68,45.41,88.54,35.52,59.73,26.29,3,109,78.86,3.15,63.41,3,0
53,2026-08-02 14:00:00,5G,Urban,40.22,110.25,-72.87,119.91,56.87,74.46,62.4,68.59,62.22,2,184,102.63,5.66,43.68,1,1
48,2026-08-02 14:01:00,5G,Highway,85.8,88.75,-46.68,73.64,77.76,71.67,35.64,74.78,22.63,3,81,65.77,1.8,69.26,1,0
69,2026-08-02 14:02:00,5G,Urban,93.96,75.27,-58.05,224.11,77.49,52.48,35.41,42.07,30.18,2,137,84.01,4.96,52.99,0,0
90,2026-08-02 14:03:00,5G,Highway,100.07,99.58,-72.17,83.77,43.58,22.65,53.55,32.03,48.57,4,81,97.55,4.22,46.07,0,1
62,2026-08-02 14:04:00,4G,Highway,21.58,67.51,-74.91,88.38,40.62,20.88,65.82,84.38,41.18,0,97,90.33,3.24,52.41,0,0
92,2026-08-02 14:05:00,5G,Highway,82.24,90.82,-78.24,133.87,58.16,40.47,69.46,39.46,46.58,2,111,95.16,3.93,39.6,0,1
66,2026-08-02 14:06:00,5G,Highway,80.12,72.93,-86.83,39.82,64.32,97.44,55.97,62.63,31.11,2,105,91.17,2.44,56.1,0,1
64,2026-08-02 14:07:00,5G,Highway,50.38,5.0,-80.17,162.45,73.72,38.9,45.16,74.41,14.15,1,9,64.12,2.97,67.37,1,0
70,2026-08-02 14:08:00,4G,Urban,95.39,65.33,-41.58,118.15,16.24,75.25,59.16,54.13,20.26,4,115,85.65,2.08,37.01,0,0
63,2026-08-02 14:09:00,WiFi,Grid,73.6,123.22,-45.67,160.78,53.26,63.04,45.14,62.28,38.41,3,132,99.53,2.93,63.5,2,0
73,2026-08-02 14:10:00,4G,Urban,100.45,105.79,-73.15,105.08,58.91,71.57,84.98,92.02,46.5,3,127,129.96,3.91,30.68,1,1
33,2026-08-02 14:11:00,5G,Urban,26.51,75.63,-75.42,75.51,24.79,62.59,42.63,86.38,31.89,1,71,65.01,2.24,66.57,0,0
41,2026-08-02 14:12:00,4G,Highway,42.01,88.94,-50.89,127.8,62.1,33.24,31.81,103.58,27.07,3,86,70.04,4.41,75.35,0,0
89,2026-08-02 14:13:00,WiFi,Urban,64.62,52.78,-77.07,207.17,43.41,79.77,20.88,59.67,29.46,3,76,65.54,3.3,79.1,1,0
48,2026-08-02 14:14:00,4G,Grid,94.83,57.09,-57.99,88.47,78.09,81.0,14.29,20.97,14.81,5,103,34.34,2.61,75.26,1,0
13,2026-08-02 14:15:00,5G,Urban,74.73,85.27,-84.6,189.42,51.31,70.28,40.06,70.15,34.32,2,148,73.0,2.3,61.09,1,0
73,2026-08-02 14:16:00,5G,Highway,35.45,76.37,-65.47,101.83,56.03,71.35,46.38,67.58,17.18,2,139,95.46,0.4,48.66,0,0
77,2026-08-02 14:17:00,5G,Urban,111.74,54.86,-75.08,93.35,32.72,64.14,39.56,38.12,29.83,2,94,83.22,2.93,75.48,0,0
31,2026-08-02 14:18:00,5G,Urban,53.75,82.33,-61.12,195.31,83.47,51.06,47.3,75.84,35.03,3,150,107.95,2.08,61.05,1,0
75,2026-08-02 14:19:00,4G,Urban,36.34,40.49,-48.64,145.19,76.79,68.16,30.26,34.94,32.31,1,118,63.96,1.68,58.72,1,0
68,2026-08-02 14:20:00,5G,Grid,40.3,147.97,-77.08,56.5,59.04,60.1,73.4,116.23,55.06,2,182,106.13,5.09,21.62,2,1
98,2026-08-02 14:21:00,5G,Grid,24.7,120.82,-83.99,107.43,52.99,44.95,71.33,60.86,37.61,4,141,138.56,3.26,36.96,1,1
4,2026-08-02 14:22:00,4G,Highway,0.0,5.0,-72.47,63.34,75.79,66.09,42.63,4.15,19.26,2,86,72.91,0.7,56.62,1,0
19,2026-08-02 14:23:00,4G,Grid,58.74,118.54,-47.94,160.39,71.89,71.23,27.26,86.75,34.07,2,145,94.92,4.64,74.04,0,0
70,2026-08-02 14:24:00,5G,Highway,18.47,70.09,-66.02,72.75,42.99,59.15,53.91,82.78,27.84,4,84,78.22,2.78,63.48,0,0
98,2026-08-02 14:25:00,4G,Grid,70.78,63.13,-69.12,131.1,41.74,61.66,44.0,46.03,26.42,4,127,85.98,2.59,70.07,0,0
82,2026-08-02 14:26:00,5G,Grid,89.56,115.12,-50.69,159.65,40.21,47.55,52.0,44.2,36.1,6,176,89.45,4.9,59.31,0,1
13,2026-08-02 14:27:00,4G,Urban,72.55,79.28,-60.22,160.55,56.42,53.54,71.68,107.22,44.16,3,136,98.12,3.52,21.45,0,0
23,2026-08-02 14:28:00,4G,Highway,63.23,69.51,-35.0,88.81,50.42,45.35,58.53,117.85,38.45,2,120,83.35,2.66,45.72,2,0
83,2026-08-02 14:29:00,5G,Highway,18.86,31.85,-84.37,123.27,81.46,38.41,18.72,80.2,6.6,1,87,48.38,2.78,69.9,1,0
75,2026-08-02 14:30:00,4G,Urban,85.69,121.62,-68.14,81.76,79.77,37.53,79.52,68.7,36.35,5,133,118.8,2.3,32.44,0,1
1,2026-08-02 14:31:00,4G,Urban,116.5,126.46,-88.74,95.04,55.55,60.31,,62.96,53.04,6,128,106.3,3.05,50.73,0,0
88,2026-08-02 14:32:00,5G,Grid,101.43,91.45,-84.36,71.22,70.78,71.0,47.79,76.56,21.29,2,143,89.57,1.65,56.08,0,0
54,2026-08-02 14:33:00,5G,Grid,24.75,38.37,-48.3,123.74,77.8,59.11,41.01,73.5,11.17,1,132,64.35,0.4,66.54,0,0
71,2026-08-02 14:34:00,4G,Highway,59.82,97.1,-81.54,156.08,99.0,73.29,31.84,64.39,48.3,4,115,104.52,4.12,66.84,1,1
89,2026-08-02 14:35:00,5G,Grid,54.08,110.64,-44.51,75.46,73.63,55.72,54.04,62.03,49.37,2,150,138.35,3.72,37.23,0,0
85,2026-08-02 14:36:00,5G,Grid,50.85,83.94,-84.63,75.67,70.53,67.04,35.34,56.77,34.89,5,108,75.61,3.82,70.3,1,0
15,2026-08-02 14:37:00,4G,Urban,62.76,120.26,-69.39,288.58,10.44,67.54,56.47,45.76,26.48,1,136,100.31,6.4,31.68,4,0
65,2026-08-02 14:38:00,4G,Urban,122.62,91.78,-85.91,75.6,80.11,54.62,65.15,69.83,28.13,5,94,98.37,3.33,29.23,1,1
76,2026-08-02 14:39:00,5G,Urban,65.01,97.16,-58.17,178.21,60.41,19.91,84.58,76.21,12.84,5,139,118.39,2.94,42.83,0,1
71,2026-08-02 14:40:00,5G,Urban,49.56,144.22,-64.93,208.81,43.88,63.18,92.2,86.22,57.32,8,160,126.1,7.18,11.6,3,1
15,2026-08-02 14:41:00,5G,Urban,70.34,65.33,-49.13,140.35,42.33,40.41,34.53,53.31,34.64,2,102,53.58,3.26,71.14,1,0
21,2026-08-02 14:42:00,5G,Highway,25.23,22.28,-55.34,146.66,65.56,48.68,72.81,81.62,23.38,4,59,108.82,0.74,35.76,0,0
19,2026-08-02 14:43:00,5G,Grid,41.95,78.24,-66.15,124.82,30.4,86.97,39.22,72.28,20.48,3,160,92.64,2.34,66.96,0,1
60,2026-08-02 14:44:00,4G,Grid,89.61,62.45,-66.27,56.66,37.06,65.34,28.78,86.21,21.94,6,112,52.61,4.98,69.62,1,0
93,2026-08-02 14:45:00,5G,Highway,67.27,28.12,-86.98,216.26,73.63,45.62,38.09,58.45,26.9,2,150,75.27,3.9,52.46,0,0
89,2026-08-02 14:46:00,5G,Grid,120.85,109.87,-62.27,93.86,79.34,64.91,51.74,71.26,29.83,3,148,120.68,3.1,42.3,0,0
33,2026-08-02 14:47:00,5G,Highway,69.5,85.03,-69.45,189.7,87.48,53.06,42.31,86.09,51.01,5,132,114.11,6.27,56.39,2,1
49,2026-08-02 14:48:00,WiFi,Grid,27.12,12.15,-58.12,118.52,36.04,40.55,26.68,48.44,6.16,2,103,36.63,1.17,85.83,0,0
96,2026-08-02 14:49:00,5G,Highway,17.62,146.85,-56.76,156.15,43.46,44.65,82.91,73.66,44.35,4,187,107.49,4.81,32.78,0,0
35,2026-08-02 14:50:00,5G,Urban,90.05,55.88,-77.64,139.36,61.61,69.14,45.73,60.2,30.26,3,139,73.4,4.86,54.54,0,0
44,2026-08-02 14:51:00,5G,Grid,32.84,60.36,-78.85,92.82,77.81,59.81,35.94,60.12,18.05,1,156,60.61,1.96,75.47,2,0
90,2026-08-02 14:52:00,4G,Urban,30.33,122.66,-66.84,185.44,66.71,33.32,39.85,68.3,53.33,1,150,100.15,3.04,69.05,2,1
11,2026-08-02 14:53:00,4G,Highway,47.58,102.13,-71.93,57.56,62.17,64.11,42.25,59.74,31.87,0,137,70.42,3.39,57.0,1,0
99,2026-08-02 14:54:00,5G,Urban,89.9,128.67,-89.91,236.08,46.35,50.54,56.43,123.2,48.51,6,107,123.17,5.28,36.88,1,1
72,2026-08-02 14:55:00,5G,Highway,51.7,5.0,-83.05,220.03,35.03,50.73,35.35,86.94,23.81,2,60,65.8,3.36,74.72,1,0
78,2026-08-02 14:56:00,5G,Grid,38.43,73.56,-51.87,103.71,27.97,73.79,55.9,56.3,8.22,6,109,84.28,2.61,48.26,0,0
74,2026-08-02 14:57:00,5G,Urban,95.95,90.35,-61.27,137.79,50.63,70.38,55.18,63.64,37.42,3,116,132.74,4.54,50.32,2,1
66,2026-08-02 14:58:00,5G,Grid,91.17,137.06,-68.4,104.41,43.92,58.5,73.03,111.07,24.13,4,95,108.24,4.31,38.97,0,1
46,2026-08-02 14:59:00,5G,Urban,108.68,51.21,-49.25,76.02,46.11,68.23,43.43,87.38,29.61,2,121,85.14,3.28,47.19,0,0
9,2026-08-02 15:00:00,5G,Urban,99.84,71.37,-68.93,114.48,60.65,53.64,54.19,75.38,29.61,4,99,40.39,2.28,66.04,1,0
3,2026-08-02 15:01:00,5G,Urban,91.65,90.63,-57.4,139.43,67.42,45.8,40.3,73.08,16.44,1,157,75.05,1.34,60.56,0,0
85,2026-08-02 15:02:00,5G,Highway,40.97,115.46,-68.55,249.53,46.31,18.62,69.82,68.05,27.84,2,142,135.99,4.24,27.74,2,1
26,2026-08-02 15:03:00,4G,Urban,80.45,40.63,-67.09,107.54,64.45,72.2,49.58,61.72,48.83,3,111,68.37,3.23,50.92,1,0
72,2026-08-02 15:04:00,5G,Highway,96.01,117.47,-35.0,120.67,68.58,73.44,77.11,69.77,42.78,2,141,140.09,4.09,24.45,2,1
48,2026-08-02 15:05:00,5G,Urban,113.96,61.4,-78.41,246.08,47.56,77.96,66.66,52.13,42.86,4,69,109.65,4.79,41.04,0,1
66,2026-08-02 15:06:00,5G,Urban,66.79,100.01,-59.74,158.67,46.56,41.49,94.95,109.24,29.4,6,140,98.3,4.12,26.28,1,1
70,2026-08-02 15:07:00,WiFi,Highway,48.23,77.28,-60.06,55.66,59.7,54.17,75.79,82.68,28.01,3,148,115.06,3.89,30.89,0,1
28,2026-08-02 15:08:00,4G,Urban,37.24,96.0,-50.75,118.01,38.32,29.91,61.6,83.94,26.41,1,89,102.78,4.01,60.48,1,0
93,2026-08-02 15:09:00,5G,Urban,89.42,93.48,-69.09,190.12,99.0,65.65,76.86,38.71,33.68,3,119,106.0,6.53,36.67,2,1
26,2026-08-02 15:10:00,5G,Urban,43.33,136.08,-37.98,463.64,63.98,54.31,90.93,94.83,27.17,5,95,152.68,11.0,11.59,3,1
25,2026-08-02 15:11:00,5G,Highway,65.0,75.57,-73.42,132.88,,55.6,43.22,21.0,39.2,4,97,89.37,2.79,51.71,3,0
12,2026-08-02 15:12:00,5G,Highway,37.35,72.91,-74.73,38.17,66.87,90.26,35.77,40.04,35.98,5,73,77.59,2.99,74.81,1,0
5,2026-08-02 15:13:00,5G,Urban,57.55,127.74,-55.35,44.08,48.71,59.63,39.52,91.79,38.12,4,134,91.21,3.8,57.74,0,1
98,2026-08-02 15:14:00,4G,Urban,74.29,141.01,-49.55,82.24,77.02,83.56,65.0,93.04,40.36,3,188,103.65,4.5,43.72,1,1
48,2026-08-02 15:15:00,5G,Urban,69.54,69.15,-86.71,71.23,64.07,64.49,34.0,20.32,27.79,3,134,60.4,3.12,68.82,0,0
37,2026-08-02 15:16:00,4G,Urban,82.66,112.69,-79.56,189.21,66.57,62.71,87.45,89.73,35.63,6,144,144.18,5.6,26.39,3,1
79,2026-08-02 15:17:00,5G,Grid,23.53,50.84,-65.44,335.73,5.0,30.13,14.93,93.68,35.92,2,92,59.66,4.47,70.62,1,0
44,2026-08-02 15:18:00,4G,Highway,58.74,112.93,-59.08,183.85,63.58,42.03,51.84,52.12,59.29,1,107,99.92,3.62,49.93,1,0
100,2026-08-02 15:19:00,4G,Highway,48.83,121.8,-47.77,197.61,89.41,35.03,79.15,90.36,31.83,4,144,115.01,6.18,27.73,3,1
15,2026-08-02 15:20:00,5G,Urban,34.49,73.99,-66.27,172.67,89.23,61.3,53.29,68.02,48.03,4,98,110.5,5.71,49.78,0,1
43,2026-08-02 15:21:00,5G,Highway,41.01,129.43,-50.68,146.51,99.0,16.78,75.65,80.03,38.82,3,116,108.68,3.68,34.0,1,1
48,2026-08-02 15:22:00,5G,Grid,36.97,74.49,-95.05,78.97,86.03,93.12,35.78,71.94,8.01,3,83,51.92,0.0,74.03,1,0
87,2026-08-02 15:23:00,5G,Highway,71.8,85.96,-86.02,185.15,57.2,61.27,32.12,62.65,40.3,4,131,84.5,3.93,60.31,0,0
70,2026-08-02 15:24:00,5G,Highway,73.2,100.65,-68.12,98.17,76.77,32.29,66.62,111.12,26.65,4,129,100.3,2.57,46.44,1,1
46,2026-08-02 15:25:00,4G,Highway,86.52,46.6,-52.33,189.18,57.31,51.27,52.68,89.54,27.17,2,133,88.81,2.53,69.87,1,0
43,2026-08-02 15:26:00,5G,Highway,71.19,30.64,-72.83,152.26,69.94,82.0,52.77,97.83,0.0,3,92,72.64,0.0,55.81,0,0
21,2026-08-02 15:27:00,WiFi,Urban,66.45,96.19,-72.37,120.01,77.15,55.21,54.28,71.6,32.98,4,172,91.71,3.36,45.01,2,0
23,2026-08-02 15:28:00,5G,Highway,64.21,55.32,-62.28,79.74,59.75,44.11,73.15,60.73,46.12,3,102,104.9,3.72,51.52,4,1
80,2026-08-02 15:29:00,WiFi,Urban,80.92,36.17,-71.41,115.38,76.77,62.27,45.69,69.84,11.01,1,113,66.43,0.16,64.04,3,0
47,2026-08-02 15:30:00,5G,Highway,3.01,115.76,-46.95,87.13,47.03,53.82,71.91,96.6,40.89,3,160,113.38,1.8,35.97,1,0
15,2026-08-02 15:31:00,4G,Grid,60.34,145.67,-66.51,46.47,71.68,61.02,73.79,82.38,49.62,5,189,121.51,4.96,44.01,1,1
25,2026-08-02 15:32:00,5G,Grid,70.88,119.29,-35.0,65.2,62.26,48.12,31.05,74.73,34.75,2,223,96.04,3.18,68.09,2,0
36,2026-08-02 15:33:00,5G,Highway,112.11,37.62,-65.72,140.99,48.17,57.46,50.54,62.8,31.45,3,157,89.23,0.76,58.45,0,0
75,2026-08-02 15:34:00,4G,Urban,30.88,92.13,-73.68,28.66,77.25,60.84,65.48,84.34,38.92,3,60,130.47,3.92,33.06,0,0
51,2026-08-02 15:35:00,5G,Urban,29.89,72.62,-66.66,443.38,29.62,66.8,65.5,68.06,19.66,3,108,107.51,7.08,41.09,1,1
15,2026-08-02 15:36:00,4G,Highway,0.0,50.89,-51.59,90.96,52.52,72.86,35.75,52.49,9.41,3,103,58.84,0.8,63.1,2,0
68,2026-08-02 15:37:00,4G,Grid,23.06,88.41,-70.47,192.38,58.17,35.4,69.26,56.98,22.43,1,133,86.68,3.12,27.62,2,0
21,2026-08-02 15:38:00,5G,Highway,57.76,82.3,-110.0,36.55,87.36,37.63,34.11,57.07,18.54,4,122,78.96,0.96,74.79,1,0
